run_id,timestamp,prompt_id,dataset,category,split,system,repeat_idx,prompt_template_version,parser_version,route_chosen,route_attempt_sequence,escalations_count,decision_reason,final_answer_source,reasoning_mode,symbolic_parse_success,sympy_solve_success,repair_attempted,repair_success,repair_trigger_reason,previous_raw_len,previous_action_id,answer_raw,answer_parsed,parse_success,ground_truth,correct,total_latency_ms,timeout_flag,timeout_policy_version,action_timeout_sec_used,timeout_reason,tau,p_correct,p_correct_pre_escalation,p_correct_post_escalation,calibrator_version,calibrator_loaded,feature_extraction_ms,calibrator_ms,routing_logic_ms,energy_start_mwh,energy_end_mwh,energy_delta_mwh,energy_per_prompt_mwh,error_code,model_name,quantization,temperature,top_p,top_k,seed,timeout_sec,config_version,router_version
hybrid_v4_20260222_150917,2026-02-22T15:09:18.209009,AR_000004,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -1*-201 = 201],201,1,201,1,0.836,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,0.932,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.310331,AR_000004,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -1*-201 = 201],201,1,201,1,0.822,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,0.921,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.312143,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,1.347,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,1.417,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.413983,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,1.398,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,1.495,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.519394,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,4.794,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,4.910,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.521039,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,1.092,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,1.196,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.622604,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.840,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,0.931,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.723843,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.652,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,0.727,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.724708,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.541,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,0.587,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.826102,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.945,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,1.043,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.927693,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.980,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,1.080,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:18.929098,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,0.971,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,1.038,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.030714,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,1.049,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,1.145,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.132317,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,1.029,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,1.125,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.134469,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: 710 / 142 = 5],5,1,5,1,1.725,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,1.791,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.235742,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: 710 / 142 = 5],5,1,5,1,0.677,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,0.775,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.337021,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: 710 / 142 = 5],5,1,5,1,0.663,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,0.762,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.338017,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.563,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,0.629,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.439492,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.862,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,0.971,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.540707,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,deterministic_AR_A5,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.648,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,0.736,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.740672,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d -> -4]",-4,1,-4,1,199.571,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,199.636,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.852926,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d -> -4]",-4,1,-4,1,11.864,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,11.942,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:19.964819,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d -> -4]",-4,1,-4,1,11.513,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,11.583,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:20.005711,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c -> 0]",0,1,0,1,40.588,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,40.644,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:20.118448,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c -> 0]",0,1,0,1,12.355,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,12.425,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:20.230197,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c -> 0]",0,1,0,1,11.338,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,11.410,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:20.253421,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['0 = -37*o + 41*o - 8'] solve o -> 2],2,1,2,1,22.911,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,22.974,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:20.360816,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['0 = -37*o + 41*o - 8'] solve o -> 2],2,1,2,1,7.005,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,7.074,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:20.468375,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['0 = -37*o + 41*o - 8'] solve o -> 2],2,1,2,1,6.911,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,6.981,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:20.510141,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['15 = o + 2*t + 4', '-18 = -3*o - t'] solve o -> 5]",5,1,5,1,41.211,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,41.268,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:20.622371,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['15 = o + 2*t + 4', '-18 = -3*o - t'] solve o -> 5]",5,1,5,1,11.855,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,11.925,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:20.733919,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,"[A4: ['15 = o + 2*t + 4', '-18 = -3*o - t'] solve o -> 5]",5,1,5,1,11.165,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,11.235,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
hybrid_v4_20260222_150917,2026-02-22T15:09:21.097121,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v4,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,deterministic_ALG_A4,sympy,symbolic,1,1,0,0,,0,,[A4: ['4*t**3 - 648*t**2 + 34992*t - 629856 = 0'] solve t -> 54],54,1,54,1,362.886,0,v3.1_cost_cap_2,,,0.7000,-1.000000,-1.000000,-1.000000,v1,1,0.000,0.000,362.955,5778.00,6934.00,1156.00,28.90,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v4.0
