run_id,timestamp,prompt_id,dataset,category,split,system,repeat_idx,prompt_template_version,parser_version,route_chosen,route_attempt_sequence,escalations_count,decision_reason,final_answer_source,reasoning_mode,symbolic_parse_success,sympy_solve_success,repair_attempted,repair_success,repair_trigger_reason,previous_raw_len,previous_action_id,answer_raw,answer_parsed,parse_success,ground_truth,correct,total_latency_ms,timeout_flag,timeout_policy_version,action_timeout_sec_used,timeout_reason,energy_start_mwh,energy_end_mwh,energy_delta_mwh,energy_per_prompt_mwh,error_code,model_name,quantization,temperature,top_p,top_k,seed,timeout_sec,config_version,router_version
hybrid_v3_20260222_140824,2026-02-22T14:08:24.897355,AR_000004,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -1*-201 = 201],201,1,201,1,0.420,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:24.998051,AR_000004,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -1*-201 = 201],201,1,201,1,0.416,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:24.998836,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,0.582,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.099760,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,0.666,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.200702,AR_000005,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-2)/(-3) + -1)/((-2)/6) = 1],1,1,1,1,0.655,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.201220,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.316,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.301902,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.437,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.402612,AR_000006,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: ((-32)/6 - -2)/(104/156) = -5],-5,1,-5,1,0.432,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.403169,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.333,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.503853,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.443,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.604568,AR_000007,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -3 - 2 - (-4 + -3 - 2) = 4],4,1,4,1,0.439,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.605169,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,0.404,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.705931,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,0.507,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.807192,AR_000008,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -8 - (-3 + 0) - -3 = -2],-2,1,-2,1,0.795,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.811669,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: 710 / 142 = 5],5,1,5,1,1.118,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:25.912923,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: 710 / 142 = 5],5,1,5,1,0.769,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.014128,AR_000009,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: 710 / 142 = 5],5,1,5,1,0.664,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.015143,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.638,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.116352,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.801,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.217602,AR_000010,deepmind_math,AR,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,symbolic,A5(Primary route for AR),0,Primary route for AR,symbolic,symbolic,1,0,0,0,,0,,[A5 symbolic: -12028 / 3007 = -4],-4,1,-4,1,0.712,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.417130,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d -> -4]",-4,1,-4,1,199.135,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.528964,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d -> -4]",-4,1,-4,1,11.466,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.640474,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['27 = -4*d - 5*z - 9', '4*z + 12 = d'] solve d -> -4]",-4,1,-4,1,11.159,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.681362,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c -> 0]",0,1,0,1,40.597,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.793793,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c -> 0]",0,1,0,1,12.065,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.905266,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['c + c - 5*p = -25', '5 = 2*c + p'] solve c -> 0]",0,1,0,1,11.101,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:26.928023,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['0 = -37*o + 41*o - 8'] solve o -> 2],2,1,2,1,22.479,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:27.035237,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['0 = -37*o + 41*o - 8'] solve o -> 2],2,1,2,1,6.876,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:27.142227,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['0 = -37*o + 41*o - 8'] solve o -> 2],2,1,2,1,6.642,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:27.183527,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['15 = o + 2*t + 4', '-18 = -3*o - t'] solve o -> 5]",5,1,5,1,41.022,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:27.294762,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['15 = o + 2*t + 4', '-18 = -3*o - t'] solve o -> 5]",5,1,5,1,10.886,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:27.405962,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['15 = o + 2*t + 4', '-18 = -3*o - t'] solve o -> 5]",5,1,5,1,10.867,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:27.764199,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['4*t**3 - 648*t**2 + 34992*t - 629856 = 0'] solve t -> 54],54,1,54,1,357.941,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:27.875981,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['4*t**3 - 648*t**2 + 34992*t - 629856 = 0'] solve t -> 54],54,1,54,1,11.486,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:27.987204,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['4*t**3 - 648*t**2 + 34992*t - 629856 = 0'] solve t -> 54],54,1,54,1,10.872,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:28.031523,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['4*b - 4 = 4*p', '0 = -2*b - 2*p - 2*p + 14'] solve b -> 3]",3,1,3,1,44.054,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:28.143562,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['4*b - 4 = 4*p', '0 = -2*b - 2*p - 2*p + 14'] solve b -> 3]",3,1,3,1,11.700,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:28.255831,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,"[A4: ['4*b - 4 = 4*p', '0 = -2*b - 2*p - 2*p + 14'] solve b -> 3]",3,1,3,1,11.933,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:28.284958,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,1,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['5*m - 7 - 18 = 0'] solve m -> 5],5,1,5,1,28.847,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:28.392389,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,2,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['5*m - 7 - 18 = 0'] solve m -> 5],5,1,5,1,7.084,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
hybrid_v3_20260222_140824,2026-02-22T14:08:28.499355,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,hybrid_v3,3,PT3_phi_chat,P3_numeric_context,sympy,A4(Primary route for ALG),0,Primary route for ALG,sympy,symbolic,1,1,0,0,,0,,[A4: ['5*m - 7 - 18 = 0'] solve m -> 5],5,1,5,1,6.616,0,v3.1_cost_cap_2,,,3009.00,4172.00,1163.00,29.07,E0,Phi-4-Mini,Q6_K,0.0,1.0,1,42,20,v1.0,v3.1
