run_id,timestamp,prompt_id,dataset,category,split,system,repeat_idx,action_id,grammar_enabled,grammar_version,max_tokens_budget,prompt_template_version,parser_version,answer_raw,answer_parsed,parse_success,ground_truth,correct,total_latency_ms,timeout_flag,energy_start_mwh,energy_end_mwh,energy_delta_mwh,energy_per_prompt_mwh,error_code,e7_http_status,e7_exception_type,e7_tokens_predicted,e7_stop_type,e7_prompt_len_chars,e7_raw_preview,model_name,quantization,temperature,top_p,top_k,seed,timeout_sec,config_version
v1_a1_grammar_20260221_165923,2026-02-21T17:01:46.514863,AR_000007,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,-10,-10,1,4,0,7900.865,0,1264.00,2439.00,1175.00,29.38,E1,200,,3,eos,144,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:01:49.139705,AR_000007,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,-10,-10,1,4,0,2524.315,0,1264.00,2439.00,1175.00,29.38,E1,200,,3,eos,144,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:01:51.698197,AR_000007,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,-10,-10,1,4,0,2457.968,0,1264.00,2439.00,1175.00,29.38,E1,200,,3,eos,144,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:02:08.017422,AR_000008,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,The value is -8 - (-3 + 0),,0,-2,0,16318.689,0,1264.00,2439.00,1175.00,29.38,E8,200,,12,limit,162,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:02:18.074793,AR_000008,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,The value is -8 - (-3 + 0),,0,-2,0,9956.818,0,1264.00,2439.00,1175.00,29.38,E8,200,,12,limit,162,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:02:28.063850,AR_000008,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,The value is -8 - (-3 + 0),,0,-2,0,9888.482,0,1264.00,2439.00,1175.00,29.38,E8,200,,12,limit,162,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:02:32.316670,AR_000009,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,5,5,1,5,1,4252.359,0,1264.00,2439.00,1175.00,29.38,E0,200,,2,eos,149,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:02:34.050816,AR_000009,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,5,5,1,5,1,1633.630,0,1264.00,2439.00,1175.00,29.38,E0,200,,2,eos,149,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:02:35.803004,AR_000009,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,5,5,1,5,1,1651.641,0,1264.00,2439.00,1175.00,29.38,E0,200,,2,eos,149,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:02:44.003462,AR_000010,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,-4.0048,-4.0048,1,-4,0,8199.991,0,1264.00,2439.00,1175.00,29.38,E1,200,,6,eos,153,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:02:49.058082,AR_000010,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,-4.0048,-4.0048,1,-4,0,4954.092,0,1264.00,2439.00,1175.00,29.38,E1,200,,6,eos,153,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:02:54.150726,AR_000010,deepmind_math,AR,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,-4.0048,-4.0048,1,-4,0,4991.971,0,1264.00,2439.00,1175.00,29.38,E1,200,,6,eos,153,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:03:12.428443,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,The final numeric answer for d is 6.,6,1,-4,0,18277.081,0,1264.00,2439.00,1175.00,29.38,E3,200,,11,eos,168,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:03:21.666853,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,The final numeric answer for d is 6.,6,1,-4,0,9137.807,0,1264.00,2439.00,1175.00,29.38,E3,200,,11,eos,168,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:03:30.846898,ALG_000001,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,The final numeric answer for d is 6.,6,1,-4,0,9079.492,0,1264.00,2439.00,1175.00,29.38,E3,200,,11,eos,168,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:03:35.036125,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,c = -5,-5,1,0,0,4188.752,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,165,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:03:39.303972,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,c = -5,-5,1,0,0,4167.305,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,165,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:03:43.561034,ALG_000002,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,c = -5,-5,1,0,0,4156.532,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,165,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:03:53.456561,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,o = 8/94 = 4/47,0.0851063829787234,1,2,0,9895.035,0,1264.00,2439.00,1175.00,29.38,E3,200,,12,eos,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:03.469530,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,o = 8/94 = 4/47,0.0851063829787234,1,2,0,9912.344,0,1264.00,2439.00,1175.00,29.38,E3,200,,12,eos,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:13.466120,ALG_000003,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,o = 8/94 = 4/47,0.0851063829787234,1,2,0,9896.044,0,1264.00,2439.00,1175.00,29.38,E3,200,,12,eos,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:17.629442,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,o = -6,-6,1,5,0,4162.805,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,167,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:21.882382,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,o = -6,-6,1,5,0,4152.404,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,167,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:26.133922,ALG_000004,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,o = -6,-6,1,5,0,4151.009,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,167,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:30.284453,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,t = 36,36,1,54,0,4150.064,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,178,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:34.497101,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,t = 36,36,1,54,0,4111.629,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,178,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:38.701777,ALG_000005,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,t = 36,36,1,54,0,4104.053,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,178,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:42.891724,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,b = 5,5,1,3,0,4189.474,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,175,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:47.143577,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,b = 5,5,1,3,0,4151.181,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,175,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:51.417355,ALG_000006,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,b = 5,5,1,3,0,4173.170,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,175,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:04:56.387133,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,m = 5.,5,1,5,1,4969.321,0,1264.00,2439.00,1175.00,29.38,E0,200,,6,eos,151,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:05:01.454360,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,m = 5.,5,1,5,1,4966.363,0,1264.00,2439.00,1175.00,29.38,E0,200,,6,eos,151,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:05:06.529901,ALG_000007,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,m = 5.,5,1,5,1,4974.748,0,1264.00,2439.00,1175.00,29.38,E0,200,,6,eos,151,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:05:14.982289,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,z = 8,8,1,-3,0,8451.919,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:05:19.223471,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,z = 8,8,1,-3,0,4140.641,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:05:23.488424,ALG_000008,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,z = 8,8,1,-3,0,4163.994,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,155,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:05:41.794525,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,The final numeric answer for m is 10.,10,1,0,0,18305.613,0,1264.00,2439.00,1175.00,29.38,E3,200,,11,eos,173,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:05:50.975093,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,The final numeric answer for m is 10.,10,1,0,0,9080.002,0,1264.00,2439.00,1175.00,29.38,E3,200,,11,eos,173,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:06:00.158792,ALG_000009,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,The final numeric answer for m is 10.,10,1,0,0,9083.168,0,1264.00,2439.00,1175.00,29.38,E3,200,,11,eos,173,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:06:08.644439,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,f = -4,-4,1,-7,0,8485.177,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,152,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:06:12.914090,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,f = -4,-4,1,-7,0,4169.116,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,152,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:06:17.185119,ALG_000010,deepmind_math,ALG,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,f = -4,-4,1,-7,0,4170.463,0,1264.00,2439.00,1175.00,29.38,E3,200,,5,eos,152,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:06:27.139293,WP_000001,gsm8k,WP,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,"Each adult gets 6 chocolate bars, so 4 adults",,0,2,0,9953.663,0,1264.00,2439.00,1175.00,29.38,E8,200,,12,limit,350,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:06:37.186468,WP_000001,gsm8k,WP,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,"Each adult gets 6 chocolate bars, so 4 adults",,0,2,0,9946.620,0,1264.00,2439.00,1175.00,29.38,E8,200,,12,limit,350,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:06:47.220707,WP_000001,gsm8k,WP,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,"Each adult gets 6 chocolate bars, so 4 adults",,0,2,0,9933.683,0,1264.00,2439.00,1175.00,29.38,E8,200,,12,limit,350,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:06:53.939457,WP_000002,gsm8k,WP,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,"Jean paid $45,000. ",45000,1,27000,0,6718.277,0,1264.00,2439.00,1175.00,29.38,E5,200,,8,word,460,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:07:00.706492,WP_000002,gsm8k,WP,industry_tier1_40_v2,v1_a1_grammar,2,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,"Jean paid $45,000. ",45000,1,27000,0,6666.475,0,1264.00,2439.00,1175.00,29.38,E5,200,,8,word,460,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:07:07.457050,WP_000002,gsm8k,WP,industry_tier1_40_v2,v1_a1_grammar,3,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,"Jean paid $45,000. ",45000,1,27000,0,6649.995,0,1264.00,2439.00,1175.00,29.38,E5,200,,8,word,460,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
v1_a1_grammar_20260221_165923,2026-02-21T17:07:15.780268,WP_000003,gsm8k,WP,industry_tier1_40_v2,v1_a1_grammar,1,A1,1,G1-relaxed,12,PT3_phi_chat,P3_numeric_context,Melanie started with 21 vacuum cleaners. ,,0,18,0,8322.702,0,1264.00,2439.00,1175.00,29.38,E8,200,,10,word,359,,Phi-4-Mini,Q6_K,0.0,1.0,1,42,45,v1.0
