id,category,prompt,expected_answer
T3_0250,AR,Answer with only the final number. What is (55 * 9) / 5?,99
T3_0247,AR,Answer with only the final number. What is (732 + 18) - 75?,675
T3_0034,AR,Answer with only the final number. What is 14^3?,2744
T3_0080,AR,Answer with only the final number. What is 10^4?,10000
T3_0203,AR,Answer with only the final number. What is 17 * 24?,408
T3_0220,AR,Answer with only the final number. What is (895 + 13) - 42?,866
T3_0199,AR,Answer with only the final number. What is (58 + 18) * 2?,152
T3_0090,AR,Answer with only the final number. What is |149 - 71|?,78
T3_0232,AR,Answer with only the final number. What is (55 * 6) + (97 * 6)?,912
T3_0175,AR,Answer with only the final number. What is 90 * 56?,5040
T3_0080,AR,Answer with only the final number. What is 10^4?,10000
T3_0196,AR,Answer with only the final number. What is |42 - 172|?,130
T3_0233,AR,Answer with only the final number. What is (957 + 14) - 49?,922
T3_0220,AR,Answer with only the final number. What is (895 + 13) - 42?,866
T3_0175,AR,Answer with only the final number. What is 90 * 56?,5040
T3_0189,AR,Answer with only the final number. What is 58 * 78?,4524
T3_0147,AR,Answer with only the final number. What is 443 - 36*6?,227
T3_0159,AR,Answer with only the final number. What is (80 * 9) / 4?,180
T3_0078,AR,Answer with only the final number. What is 46 / 2?,23
T3_0086,AR,Answer with only the final number. What is 11^4?,14641
T3_0052,AR,Answer with only the final number. What is (11 * 5) + (55 * 5)?,330
T3_0231,AR,Answer with only the final number. What is (565 + 95) - 12?,648
T3_0229,AR,Answer with only the final number. What is 91 * 95?,8645
T3_0071,AR,Answer with only the final number. What is 144 / 12?,12
T3_0236,AR,Answer with only the final number. What is 20 * 53?,1060
T3_0180,AR,Answer with only the final number. What is (55 * 3) / 3?,55
T3_0221,AR,Answer with only the final number. What is (57 * 5) / 3?,95
T3_0248,AR,Answer with only the final number. What is 5^2?,25
T3_0159,AR,Answer with only the final number. What is (80 * 9) / 4?,180
T3_0216,AR,Answer with only the final number. What is (16 + 44) * 3?,180
T3_0227,AR,Answer with only the final number. What is (76 + 59) * 6?,810
T3_0177,AR,Answer with only the final number. What is (598 + 94) - 43?,649
T3_0190,AR,Answer with only the final number. What is (13 + 30) * 7?,301
T3_0065,AR,Answer with only the final number. What is |97 - 129|?,32
T3_0209,AR,Answer with only the final number. What is (158 / 2) * 6?,474
T3_0067,AR,Answer with only the final number. What is 78 * 53?,4134
T3_0068,AR,Answer with only the final number. What is (26 * 6) + (12 * 6)?,228
T3_0069,AR,Answer with only the final number. What is (12 + 34) * 6?,276
T3_0219,AR,Answer with only the final number. What is (45 + 55) / 5?,20
T3_0071,AR,Answer with only the final number. What is 144 / 12?,12
T3_0225,AR,Answer with only the final number. What is (57 * 7) + (38 * 7)?,665
T3_0113,AR,Answer with only the final number. What is |175 - 183|?,8
T3_0222,AR,Answer with only the final number. What is (84 * 9) / 7?,108
T3_0177,AR,Answer with only the final number. What is (598 + 94) - 43?,649
T3_0216,AR,Answer with only the final number. What is (16 + 44) * 3?,180
T3_0113,AR,Answer with only the final number. What is |175 - 183|?,8
T3_0078,AR,Answer with only the final number. What is 46 / 2?,23
T3_0159,AR,Answer with only the final number. What is (80 * 9) / 4?,180
T3_0080,AR,Answer with only the final number. What is 10^4?,10000
T3_0180,AR,Answer with only the final number. What is (55 * 3) / 3?,55
T3_0192,AR,Answer with only the final number. What is 496 - 43*4?,324
T3_0209,AR,Answer with only the final number. What is (158 / 2) * 6?,474
T3_0199,AR,Answer with only the final number. What is (58 + 18) * 2?,152
T3_0244,AR,Answer with only the final number. What is (606 + 90) - 39?,657
T3_0086,AR,Answer with only the final number. What is 11^4?,14641
T3_0087,AR,Answer with only the final number. What is (150 / 6) * 9?,225
T3_0242,AR,Answer with only the final number. What is 6^3?,216
T3_0172,AR,Answer with only the final number. What is (86 * 8) + (72 * 8)?,1264
T3_0090,AR,Answer with only the final number. What is |149 - 71|?,78
T3_0169,AR,Answer with only the final number. What is (429 + 43) - 60?,412
T3_0174,AR,Answer with only the final number. What is 100 / 10?,10
T3_0093,AR,Answer with only the final number. What is 81 - 9*7?,18
T3_0231,AR,Answer with only the final number. What is (565 + 95) - 12?,648
T3_0192,AR,Answer with only the final number. What is 496 - 43*4?,324
T3_0228,AR,Answer with only the final number. What is 211 - 38*3?,97
T3_0221,AR,Answer with only the final number. What is (57 * 5) / 3?,95
T3_0236,AR,Answer with only the final number. What is 20 * 53?,1060
T3_0249,AR,Answer with only the final number. What is 56 - 35*8?,-224
T3_0199,AR,Answer with only the final number. What is (58 + 18) * 2?,152
T3_0161,AR,Answer with only the final number. What is |130 - 22|?,108
T3_0159,AR,Answer with only the final number. What is (80 * 9) / 4?,180
T3_0172,AR,Answer with only the final number. What is (86 * 8) + (72 * 8)?,1264
T3_0192,AR,Answer with only the final number. What is 496 - 43*4?,324
T3_0237,AR,Answer with only the final number. What is (15 * 3) / 5?,9
T3_0134,AR,Answer with only the final number. What is 124 - 28*8?,-100
T3_0250,AR,Answer with only the final number. What is (55 * 9) / 5?,99
T3_0169,AR,Answer with only the final number. What is (429 + 43) - 60?,412
T3_0205,AR,Answer with only the final number. What is 343 - 31*2?,281
T3_0222,AR,Answer with only the final number. What is (84 * 9) / 7?,108
T3_0201,AR,Answer with only the final number. What is |121 - 77|?,44
T3_0212,AR,Answer with only the final number. What is 9^3?,729
T3_0113,AR,Answer with only the final number. What is |175 - 183|?,8
T3_0114,AR,Answer with only the final number. What is 625 / 25?,25
T3_0122,AR,Answer with only the final number. What is (19 + 68) * 8?,696
T3_0241,AR,Answer with only the final number. What is 72 - 10*4?,32
T3_0172,AR,Answer with only the final number. What is (86 * 8) + (72 * 8)?,1264
T3_0219,AR,Answer with only the final number. What is (45 + 55) / 5?,20
T3_0233,AR,Answer with only the final number. What is (957 + 14) - 49?,922
T3_0214,AR,Answer with only the final number. What is 112 / 4?,28
T3_0239,AR,Answer with only the final number. What is 339 - 24*3?,267
T3_0122,AR,Answer with only the final number. What is (19 + 68) * 8?,696
T3_0233,AR,Answer with only the final number. What is (957 + 14) - 49?,922
T3_0243,AR,Answer with only the final number. What is 23 * 79?,1817
T3_0146,AR,Answer with only the final number. What is 70 * 14?,980
T3_0126,AR,Answer with only the final number. What is (66 + 58) * 9?,1116
T3_0174,AR,Answer with only the final number. What is 100 / 10?,10
T3_0180,AR,Answer with only the final number. What is (55 * 3) / 3?,55
T3_0129,AR,Answer with only the final number. What is (32 * 2) / 8?,8
T3_0229,AR,Answer with only the final number. What is 91 * 95?,8645
T3_0144,AR,Answer with only the final number. What is (441 + 99) - 41?,499
T3_0249,AR,Answer with only the final number. What is 56 - 35*8?,-224
T3_0137,AR,Answer with only the final number. What is 13^2?,169
T3_0134,AR,Answer with only the final number. What is 124 - 28*8?,-100
T3_0221,AR,Answer with only the final number. What is (57 * 5) / 3?,95
T3_0229,AR,Answer with only the final number. What is 91 * 95?,8645
T3_0137,AR,Answer with only the final number. What is 13^2?,169
T3_0140,AR,Answer with only the final number. What is (76 * 4) + (25 * 4)?,404
T3_0232,AR,Answer with only the final number. What is (55 * 6) + (97 * 6)?,912
T3_0140,AR,Answer with only the final number. What is (76 * 4) + (25 * 4)?,404
T3_0241,AR,Answer with only the final number. What is 72 - 10*4?,32
T3_0209,AR,Answer with only the final number. What is (158 / 2) * 6?,474
T3_0250,AR,Answer with only the final number. What is (55 * 9) / 5?,99
T3_0144,AR,Answer with only the final number. What is (441 + 99) - 41?,499
T3_0145,AR,Answer with only the final number. What is 10^2?,100
T3_0146,AR,Answer with only the final number. What is 70 * 14?,980
T3_0147,AR,Answer with only the final number. What is 443 - 36*6?,227
T3_0235,AR,Answer with only the final number. What is (153 / 9) * 8?,136
T3_0149,AR,Answer with only the final number. What is 15^2?,225
T3_0208,AR,Answer with only the final number. What is (81 * 7) + (52 * 7)?,931
T3_0196,AR,Answer with only the final number. What is |42 - 172|?,130
T3_0190,AR,Answer with only the final number. What is (13 + 30) * 7?,301
T3_0199,AR,Answer with only the final number. What is (58 + 18) * 2?,152
T3_0169,AR,Answer with only the final number. What is (429 + 43) - 60?,412
T3_0232,AR,Answer with only the final number. What is (55 * 6) + (97 * 6)?,912
T3_0204,AR,Answer with only the final number. What is (140 / 2) * 4?,280
T3_0219,AR,Answer with only the final number. What is (45 + 55) / 5?,20
T3_0158,AR,Answer with only the final number. What is |59 - 157|?,98
T3_0159,AR,Answer with only the final number. What is (80 * 9) / 4?,180
T3_0204,AR,Answer with only the final number. What is (140 / 2) * 4?,280
T3_0161,AR,Answer with only the final number. What is |130 - 22|?,108
T3_0230,AR,Answer with only the final number. What is (165 + 96) - 28?,233
T3_0163,AR,Answer with only the final number. What is 190 / 10?,19
T3_0227,AR,Answer with only the final number. What is (76 + 59) * 6?,810
T3_0165,AR,Answer with only the final number. What is 38 * 7?,266
T3_0169,AR,Answer with only the final number. What is (429 + 43) - 60?,412
T3_0183,AR,Answer with only the final number. What is 168 / 7?,24
T3_0208,AR,Answer with only the final number. What is (81 * 7) + (52 * 7)?,931
T3_0169,AR,Answer with only the final number. What is (429 + 43) - 60?,412
T3_0221,AR,Answer with only the final number. What is (57 * 5) / 3?,95
T3_0235,AR,Answer with only the final number. What is (153 / 9) * 8?,136
T3_0172,AR,Answer with only the final number. What is (86 * 8) + (72 * 8)?,1264
T3_0222,AR,Answer with only the final number. What is (84 * 9) / 7?,108
T3_0174,AR,Answer with only the final number. What is 100 / 10?,10
T3_0175,AR,Answer with only the final number. What is 90 * 56?,5040
T3_0208,AR,Answer with only the final number. What is (81 * 7) + (52 * 7)?,931
T3_0177,AR,Answer with only the final number. What is (598 + 94) - 43?,649
T3_0178,AR,Answer with only the final number. What is 11^4?,14641
T3_0199,AR,Answer with only the final number. What is (58 + 18) * 2?,152
T3_0180,AR,Answer with only the final number. What is (55 * 3) / 3?,55
T3_0203,AR,Answer with only the final number. What is 17 * 24?,408
T3_0183,AR,Answer with only the final number. What is 168 / 7?,24
T3_0183,AR,Answer with only the final number. What is 168 / 7?,24
T3_0229,AR,Answer with only the final number. What is 91 * 95?,8645
T3_0193,AR,Answer with only the final number. What is (81 * 8) + (52 * 8)?,1064
T3_0220,AR,Answer with only the final number. What is (895 + 13) - 42?,866
T3_0187,AR,Answer with only the final number. What is 30 / 3?,10
T3_0193,AR,Answer with only the final number. What is (81 * 8) + (52 * 8)?,1064
T3_0189,AR,Answer with only the final number. What is 58 * 78?,4524
T3_0190,AR,Answer with only the final number. What is (13 + 30) * 7?,301
T3_0191,AR,Answer with only the final number. What is (31 * 7) / 7?,31
T3_0192,AR,Answer with only the final number. What is 496 - 43*4?,324
T3_0193,AR,Answer with only the final number. What is (81 * 8) + (52 * 8)?,1064
T3_0231,AR,Answer with only the final number. What is (565 + 95) - 12?,648
T3_0238,AR,Answer with only the final number. What is 11^4?,14641
T3_0196,AR,Answer with only the final number. What is |42 - 172|?,130
T3_0244,AR,Answer with only the final number. What is (606 + 90) - 39?,657
T3_0220,AR,Answer with only the final number. What is (895 + 13) - 42?,866
T3_0199,AR,Answer with only the final number. What is (58 + 18) * 2?,152
T3_0234,AR,Answer with only the final number. What is |180 - 34|?,146
T3_0201,AR,Answer with only the final number. What is |121 - 77|?,44
T3_0230,AR,Answer with only the final number. What is (165 + 96) - 28?,233
T3_0203,AR,Answer with only the final number. What is 17 * 24?,408
T3_0204,AR,Answer with only the final number. What is (140 / 2) * 4?,280
T3_0205,AR,Answer with only the final number. What is 343 - 31*2?,281
T3_0218,AR,Answer with only the final number. What is 102 / 6?,17
T3_0207,AR,Answer with only the final number. What is 56 * 14?,784
T3_0208,AR,Answer with only the final number. What is (81 * 7) + (52 * 7)?,931
T3_0209,AR,Answer with only the final number. What is (158 / 2) * 6?,474
T3_0240,AR,Answer with only the final number. What is |161 - 120|?,41
T3_0213,AR,Answer with only the final number. What is (77 + 82) * 7?,1113
T3_0212,AR,Answer with only the final number. What is 9^3?,729
T3_0213,AR,Answer with only the final number. What is (77 + 82) * 7?,1113
T3_0214,AR,Answer with only the final number. What is 112 / 4?,28
T3_0216,AR,Answer with only the final number. What is (16 + 44) * 3?,180
T3_0216,AR,Answer with only the final number. What is (16 + 44) * 3?,180
T3_0236,AR,Answer with only the final number. What is 20 * 53?,1060
T3_0218,AR,Answer with only the final number. What is 102 / 6?,17
T3_0219,AR,Answer with only the final number. What is (45 + 55) / 5?,20
T3_0220,AR,Answer with only the final number. What is (895 + 13) - 42?,866
T3_0221,AR,Answer with only the final number. What is (57 * 5) / 3?,95
T3_0222,AR,Answer with only the final number. What is (84 * 9) / 7?,108
T3_0224,AR,Answer with only the final number. What is (63 / 7) * 10?,90
T3_0224,AR,Answer with only the final number. What is (63 / 7) * 10?,90
T3_0225,AR,Answer with only the final number. What is (57 * 7) + (38 * 7)?,665
T3_0226,AR,Answer with only the final number. What is (78 + 58) * 3?,408
T3_0227,AR,Answer with only the final number. What is (76 + 59) * 6?,810
T3_0228,AR,Answer with only the final number. What is 211 - 38*3?,97
T3_0229,AR,Answer with only the final number. What is 91 * 95?,8645
T3_0230,AR,Answer with only the final number. What is (165 + 96) - 28?,233
T3_0231,AR,Answer with only the final number. What is (565 + 95) - 12?,648
T3_0232,AR,Answer with only the final number. What is (55 * 6) + (97 * 6)?,912
T3_0233,AR,Answer with only the final number. What is (957 + 14) - 49?,922
T3_0234,AR,Answer with only the final number. What is |180 - 34|?,146
T3_0235,AR,Answer with only the final number. What is (153 / 9) * 8?,136
T3_0236,AR,Answer with only the final number. What is 20 * 53?,1060
T3_0237,AR,Answer with only the final number. What is (15 * 3) / 5?,9
T3_0238,AR,Answer with only the final number. What is 11^4?,14641
T3_0239,AR,Answer with only the final number. What is 339 - 24*3?,267
T3_0240,AR,Answer with only the final number. What is |161 - 120|?,41
T3_0241,AR,Answer with only the final number. What is 72 - 10*4?,32
T3_0242,AR,Answer with only the final number. What is 6^3?,216
T3_0243,AR,Answer with only the final number. What is 23 * 79?,1817
T3_0244,AR,Answer with only the final number. What is (606 + 90) - 39?,657
T3_0245,AR,Answer with only the final number. What is (136 / 2) * 3?,204
T3_0246,AR,Answer with only the final number. What is (192 / 4) * 8?,384
T3_0247,AR,Answer with only the final number. What is (732 + 18) - 75?,675
T3_0248,AR,Answer with only the final number. What is 5^2?,25
T3_0249,AR,Answer with only the final number. What is 56 - 35*8?,-224
T3_0250,AR,Answer with only the final number. What is (55 * 9) / 5?,99
T3_0417,ALG,Answer with only the final number. Solve for x: 4(x - 2) = 20.,7
T3_0447,ALG,Answer with only the final number. Solve for x: x/7 = -13.,-91
T3_0253,ALG,Answer with only the final number. Solve for x: 2x + 3 = 11.,4
T3_0257,ALG,Answer with only the final number. Solve for x: 12x + -6 = -234.,-19
T3_0483,ALG,Answer with only the final number. Solve for x: 11x + -24 = 196.,20
T3_0264,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 35.,15
T3_0257,ALG,Answer with only the final number. Solve for x: 12x + -6 = -234.,-19
T3_0258,ALG,Answer with only the final number. Solve for x: x/3 = 11.,33
T3_0461,ALG,Answer with only the final number. Solve for x: x + 5 = 12.,7
T3_0476,ALG,Answer with only the final number. Solve for x: (x/2) + 3 = 11.,16
T3_0471,ALG,Answer with only the final number. Solve for x: 4x + -25 = -45.,-5
T3_0262,ALG,Answer with only the final number. Solve for x: 10x + -19 = -199.,-18
T3_0365,ALG,Answer with only the final number. Solve for x: x - 8 = -3.,5
T3_0264,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 35.,15
T3_0417,ALG,Answer with only the final number. Solve for x: 4(x - 2) = 20.,7
T3_0480,ALG,Answer with only the final number. Solve for x: 5x - 10 = 0.,2
T3_0462,ALG,Answer with only the final number. Solve for x: (x + -10)/6 = -3.,-8
T3_0476,ALG,Answer with only the final number. Solve for x: (x/2) + 3 = 11.,16
T3_0366,ALG,Answer with only the final number. Solve for x: 10x + 23 = -37.,-6
T3_0394,ALG,Answer with only the final number. Solve for x: 11x + 10 = 109.,9
T3_0459,ALG,Answer with only the final number. Solve for x: 11x + 19 = 162.,13
T3_0495,ALG,Answer with only the final number. Solve for x: 4x + 21 = 29.,2
T3_0453,ALG,Answer with only the final number. Solve for x: (x + -9)/8 = 0.,9
T3_0412,ALG,Answer with only the final number. Solve for x: (x + 17)/6 = 3.,1
T3_0479,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -27.,-16
T3_0486,ALG,Answer with only the final number. Solve for x: 4(x + -5) = -52.,-8
T3_0277,ALG,Answer with only the final number. Solve for x: (x + 8)/12 = 1.,4
T3_0279,ALG,Answer with only the final number. Solve for x: x/6 = -18.,-108
T3_0279,ALG,Answer with only the final number. Solve for x: x/6 = -18.,-108
T3_0282,ALG,Answer with only the final number. Solve for x: 11x + -20 = 178.,18
T3_0494,ALG,Answer with only the final number. Solve for x: 2(x + -3) = 12.,9
T3_0282,ALG,Answer with only the final number. Solve for x: 11x + -20 = 178.,18
T3_0500,ALG,Answer with only the final number. Solve for x: (x + 6)/10 = -2.,-26
T3_0348,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -19.,-12
T3_0409,ALG,Answer with only the final number. Solve for x: (x + 0)/10 = 1.,10
T3_0409,ALG,Answer with only the final number. Solve for x: (x + 0)/10 = 1.,10
T3_0433,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 43.,19
T3_0485,ALG,Answer with only the final number. Solve for x: 6x + 21 = -69.,-15
T3_0497,ALG,Answer with only the final number. Solve for x: 9x + -16 = 20.,4
T3_0472,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 21.,8
T3_0500,ALG,Answer with only the final number. Solve for x: (x + 6)/10 = -2.,-26
T3_0313,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -21.,-13
T3_0342,ALG,Answer with only the final number. Solve for x: x/9 = 15.,135
T3_0455,ALG,Answer with only the final number. Solve for x: 9x + 1 = 19.,2
T3_0372,ALG,Answer with only the final number. Solve for x: 4(x + 9) = 80.,11
T3_0427,ALG,Answer with only the final number. Solve for x: x/12 = 11.,132
T3_0399,ALG,Answer with only the final number. Solve for x: (x + -13)/11 = -2.,-9
T3_0409,ALG,Answer with only the final number. Solve for x: (x + 0)/10 = 1.,10
T3_0365,ALG,Answer with only the final number. Solve for x: x - 8 = -3.,5
T3_0374,ALG,Answer with only the final number. Solve for x: 2(x + 1) = -12.,-7
T3_0342,ALG,Answer with only the final number. Solve for x: x/9 = 15.,135
T3_0447,ALG,Answer with only the final number. Solve for x: x/7 = -13.,-91
T3_0496,ALG,Answer with only the final number. Solve for x: x/3 = 10.,30
T3_0494,ALG,Answer with only the final number. Solve for x: 2(x + -3) = 12.,9
T3_0348,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -19.,-12
T3_0348,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -19.,-12
T3_0411,ALG,Answer with only the final number. Solve for x: x/12 = -13.,-156
T3_0308,ALG,Answer with only the final number. Solve for x: (x + -19)/10 = -1.,9
T3_0435,ALG,Answer with only the final number. Solve for x: (x + 19)/8 = 4.,13
T3_0472,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 21.,8
T3_0368,ALG,Answer with only the final number. Solve for x: x/4 = 8.,32
T3_0459,ALG,Answer with only the final number. Solve for x: 11x + 19 = 162.,13
T3_0313,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -21.,-13
T3_0494,ALG,Answer with only the final number. Solve for x: 2(x + -3) = 12.,9
T3_0476,ALG,Answer with only the final number. Solve for x: (x/2) + 3 = 11.,16
T3_0469,ALG,Answer with only the final number. Solve for x: 5(x + 9) = 110.,13
T3_0483,ALG,Answer with only the final number. Solve for x: 11x + -24 = 196.,20
T3_0409,ALG,Answer with only the final number. Solve for x: (x + 0)/10 = 1.,10
T3_0455,ALG,Answer with only the final number. Solve for x: 9x + 1 = 19.,2
T3_0427,ALG,Answer with only the final number. Solve for x: x/12 = 11.,132
T3_0479,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -27.,-16
T3_0474,ALG,Answer with only the final number. Solve for x: 3x = 21.,7
T3_0456,ALG,Answer with only the final number. Solve for x: 8(x + 9) = -72.,-18
T3_0403,ALG,Answer with only the final number. Solve for x: 8(x + 1) = -24.,-4
T3_0394,ALG,Answer with only the final number. Solve for x: 11x + 10 = 109.,9
T3_0333,ALG,Answer with only the final number. Solve for x: 10(x + 1) = -170.,-18
T3_0500,ALG,Answer with only the final number. Solve for x: (x + 6)/10 = -2.,-26
T3_0453,ALG,Answer with only the final number. Solve for x: (x + -9)/8 = 0.,9
T3_0361,ALG,Answer with only the final number. Solve for x: 3(x + 2) = 39.,11
T3_0412,ALG,Answer with only the final number. Solve for x: (x + 17)/6 = 3.,1
T3_0374,ALG,Answer with only the final number. Solve for x: 2(x + 1) = -12.,-7
T3_0365,ALG,Answer with only the final number. Solve for x: x - 8 = -3.,5
T3_0333,ALG,Answer with only the final number. Solve for x: 10(x + 1) = -170.,-18
T3_0334,ALG,Answer with only the final number. Solve for x: x/8 = -16.,-128
T3_0461,ALG,Answer with only the final number. Solve for x: x + 5 = 12.,7
T3_0336,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -35.,-20
T3_0466,ALG,Answer with only the final number. Solve for x: x/5 = -7.,-35
T3_0406,ALG,Answer with only the final number. Solve for x: x/12 = 11.,132
T3_0443,ALG,Answer with only the final number. Solve for x: 4(x + 0) = 56.,14
T3_0472,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 21.,8
T3_0341,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 13.,4
T3_0342,ALG,Answer with only the final number. Solve for x: x/9 = 15.,135
T3_0499,ALG,Answer with only the final number. Solve for x: 4(x + 3) = 8.,-1
T3_0433,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 43.,19
T3_0446,ALG,Answer with only the final number. Solve for x: 8(x + 6) = 184.,17
T3_0453,ALG,Answer with only the final number. Solve for x: (x + -9)/8 = 0.,9
T3_0478,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 25.,10
T3_0348,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -19.,-12
T3_0349,ALG,Answer with only the final number. Solve for x: (x + -9)/4 = -5.,-11
T3_0412,ALG,Answer with only the final number. Solve for x: (x + 17)/6 = 3.,1
T3_0365,ALG,Answer with only the final number. Solve for x: x - 8 = -3.,5
T3_0482,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -7.,-6
T3_0468,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -31.,-18
T3_0479,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -27.,-16
T3_0365,ALG,Answer with only the final number. Solve for x: x - 8 = -3.,5
T3_0439,ALG,Answer with only the final number. Solve for x: 8x + -2 = 142.,18
T3_0402,ALG,Answer with only the final number. Solve for x: 10x + -30 = -120.,-9
T3_0365,ALG,Answer with only the final number. Solve for x: x - 8 = -3.,5
T3_0455,ALG,Answer with only the final number. Solve for x: 9x + 1 = 19.,2
T3_0482,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -7.,-6
T3_0361,ALG,Answer with only the final number. Solve for x: 3(x + 2) = 39.,11
T3_0452,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 25.,10
T3_0428,ALG,Answer with only the final number. Solve for x: (x + -15)/7 = -1.,8
T3_0467,ALG,Answer with only the final number. Solve for x: 7x + 6 = -106.,-16
T3_0365,ALG,Answer with only the final number. Solve for x: x - 8 = -3.,5
T3_0366,ALG,Answer with only the final number. Solve for x: 10x + 23 = -37.,-6
T3_0382,ALG,Answer with only the final number. Solve for x: 9x + -3 = 78.,9
T3_0368,ALG,Answer with only the final number. Solve for x: x/4 = 8.,32
T3_0417,ALG,Answer with only the final number. Solve for x: 4(x - 2) = 20.,7
T3_0379,ALG,Answer with only the final number. Solve for x: 12(x + -4) = -180.,-11
T3_0417,ALG,Answer with only the final number. Solve for x: 4(x - 2) = 20.,7
T3_0372,ALG,Answer with only the final number. Solve for x: 4(x + 9) = 80.,11
T3_0394,ALG,Answer with only the final number. Solve for x: 11x + 10 = 109.,9
T3_0374,ALG,Answer with only the final number. Solve for x: 2(x + 1) = -12.,-7
T3_0375,ALG,Answer with only the final number. Solve for x: 2x + -21 = -29.,-4
T3_0408,ALG,Answer with only the final number. Solve for x: (x + -12)/7 = -5.,-23
T3_0494,ALG,Answer with only the final number. Solve for x: 2(x + -3) = 12.,9
T3_0482,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -7.,-6
T3_0379,ALG,Answer with only the final number. Solve for x: 12(x + -4) = -180.,-11
T3_0490,ALG,Answer with only the final number. Solve for x: 7 + x = 20.,13
T3_0407,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 25.,10
T3_0382,ALG,Answer with only the final number. Solve for x: 9x + -3 = 78.,9
T3_0383,ALG,Answer with only the final number. Solve for x: x/11 = -4.,-44
T3_0433,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = 43.,19
T3_0482,ALG,Answer with only the final number. Solve for x: 3x - (x - 5) = -7.,-6
T3_0408,ALG,Answer with only the final number. Solve for x: (x + -12)/7 = -5.,-23
T3_0387,ALG,Answer with only the final number. Solve for x: 4(x + 5) = 56.,9
T3_0402,ALG,Answer with only the final number. Solve for x: 10x + -30 = -120.,-9
T3_0466,ALG,Answer with only the final number. Solve for x: x/5 = -7.,-35
T3_0492,ALG,Answer with only the final number. Solve for x: 7(x + 0) = -133.,-19
T3_0495,ALG,Answer with only the final number. Solve for x: 4x + 21 = 29.,2
T3_0446,ALG,Answer with only the final number. Solve for x: 8(x + 6) = 184.,17
T3_0402,ALG,Answer with only the final number. Solve for x: 10x + -30 = -120.,-9
